-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -6.226092e+00  1.231445e+00   0.000000e+00   5.677491e+01   -9.025134e+01  2.601889e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -6.230025e+00  1.235581e+00   0.000000e+00   5.679347e+01   -9.028076e+01  2.602169e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.669768e-19 
2         -6.234017e+00  1.240499e+00   0.000000e+00   5.681669e+01   -9.031757e+01  2.602637e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.673918e-19  
3         -6.237185e+00  1.245556e+00   0.000000e+00   5.684476e+01   -9.036209e+01  2.603458e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.713021e-19 
4         -6.239022e+00  1.250277e+00   0.000000e+00   5.687745e+01   -9.041391e+01  2.604716e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.642177e-18  
5         -6.239362e+00  1.254425e+00   0.000000e+00   5.691432e+01   -9.047238e+01  2.606427e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.451175e-18 
6         -6.238246e+00  1.257937e+00   0.000000e+00   5.695487e+01   -9.053671e+01  2.608566e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.760989e-18  
7         -6.235819e+00  1.260844e+00   0.000000e+00   5.699855e+01   -9.060604e+01  2.611083e+01   0.000000e+00   0.000000e+00   0.000000e+00   -4.521093e-18 
8         -6.232243e+00  1.263211e+00   0.000000e+00   5.704483e+01   -9.067959e+01  2.613930e+01   0.000000e+00   0.000000e+00   -0.000000e+00  2.157069e-18  
9         -6.227700e+00  1.265110e+00   0.000000e+00   5.709321e+01   -9.075653e+01  2.617051e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.260302e-18  
10        -6.222416e+00  1.266629e+00   0.000000e+00   5.714300e+01   -9.083582e+01  2.620377e+01   0.000000e+00   0.000000e+00   -0.000000e+00  2.187679e-18  
11        -6.216594e+00  1.267852e+00   0.000000e+00   5.719356e+01   -9.091644e+01  2.623843e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.358851e-18 
12        -6.210376e+00  1.268842e+00   0.000000e+00   5.724447e+01   -9.099772e+01  2.627403e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.849877e-18  
13        -6.203868e+00  1.269645e+00   0.000000e+00   5.729538e+01   -9.107910e+01  2.631020e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.512942e-18 
14        -6.197149e+00  1.270285e+00   0.000000e+00   5.734594e+01   -9.115998e+01  2.634661e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.143134e-18  
15        -6.190237e+00  1.270754e+00   0.000000e+00   5.739580e+01   -9.123983e+01  2.638303e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.355018e-18 
16        -6.183087e+00  1.271007e+00   0.000000e+00   5.744487e+01   -9.131842e+01  2.641945e+01   0.000000e+00   0.000000e+00   -0.000000e+00  5.088985e-18  
17        -6.175652e+00  1.271006e+00   0.000000e+00   5.749330e+01   -9.139598e+01  2.645602e+01   0.000000e+00   0.000000e+00   0.000000e+00   -5.494963e-18 
18        -6.167966e+00  1.270758e+00   0.000000e+00   5.754133e+01   -9.147287e+01  2.649282e+01   0.000000e+00   0.000000e+00   -0.000000e+00  4.318890e-18  
19        -6.160181e+00  1.270346e+00   0.000000e+00   5.758905e+01   -9.154920e+01  2.652962e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.972329e-18 
20        -6.152552e+00  1.269902e+00   0.000000e+00   5.763614e+01   -9.162444e+01  2.656584e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.674569e-18  
21        -6.145392e+00  1.269569e+00   0.000000e+00   5.768182e+01   -9.169736e+01  2.660058e+01   0.000000e+00   0.000000e+00   -0.000000e+00  8.793235e-20  
22        -6.139009e+00  1.269465e+00   0.000000e+00   5.772498e+01   -9.176620e+01  2.663274e+01   0.000000e+00   0.000000e+00   0.000000e+00   -6.842075e-20 
23        -6.133661e+00  1.269660e+00   0.000000e+00   5.776431e+01   -9.182886e+01  2.666124e+01   0.000000e+00   0.000000e+00   -0.000000e+00  2.942026e-18  
24        -6.129525e+00  1.270167e+00   0.000000e+00   5.779848e+01   -9.188330e+01  2.668512e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.112041e-18 
25        -6.126688e+00  1.270949e+00   0.000000e+00   5.782637e+01   -9.192769e+01  2.670369e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.204961e-18  
26        -6.125154e+00  1.271933e+00   0.000000e+00   5.784709e+01   -9.196068e+01  2.671650e+01   0.000000e+00   0.000000e+00   0.000000e+00   -4.408144e-18 
27        -6.124865e+00  1.273028e+00   0.000000e+00   5.786011e+01   -9.198139e+01  2.672339e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.813502e-18  
28        -6.125713e+00  1.274136e+00   0.000000e+00   5.786519e+01   -9.198948e+01  2.672444e+01   0.000000e+00   0.000000e+00   0.000000e+00   -7.910547e-18 
29        -6.127565e+00  1.275168e+00   0.000000e+00   5.786239e+01   -9.198504e+01  2.671992e+01   0.000000e+00   0.000000e+00   -0.000000e+00  8.305064e-18  
30        -6.130276e+00  1.276047e+00   0.000000e+00   5.785203e+01   -9.196856e+01  2.671021e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.047528e-17 
31        -6.133699e+00  1.276717e+00   0.000000e+00   5.783458e+01   -9.194081e+01  2.669581e+01   0.000000e+00   0.000000e+00   -0.000000e+00  8.760424e-18  
32        -6.137700e+00  1.277137e+00   0.000000e+00   5.781065e+01   -9.190274e+01  2.667725e+01   0.000000e+00   0.000000e+00   0.000000e+00   -6.623778e-18 
33        -6.142152e+00  1.277285e+00   0.000000e+00   5.778095e+01   -9.185547e+01  2.665509e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.651254e-18  
34        -6.146949e+00  1.277157e+00   0.000000e+00   5.774618e+01   -9.180013e+01  2.662985e+01   0.000000e+00   0.000000e+00   0.000000e+00   -7.746431e-18 
35        -6.151999e+00  1.276758e+00   0.000000e+00   5.770709e+01   -9.173789e+01  2.660205e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.616787e-18  
36        -6.157224e+00  1.276103e+00   0.000000e+00   5.766437e+01   -9.166987e+01  2.657218e+01   0.000000e+00   0.000000e+00   0.000000e+00   -4.890792e-18 
37        -6.162558e+00  1.275216e+00   0.000000e+00   5.761872e+01   -9.159716e+01  2.654067e+01   0.000000e+00   0.000000e+00   -0.000000e+00  6.931522e-18  
38        -6.167945e+00  1.274120e+00   0.000000e+00   5.757077e+01   -9.152077e+01  2.650793e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.496164e-18 
39        -6.173335e+00  1.272844e+00   0.000000e+00   5.752113e+01   -9.144166e+01  2.647435e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.168946e-18  
40        -6.178686e+00  1.271415e+00   0.000000e+00   5.747037e+01   -9.136075e+01  2.644028e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.543126e-18 
41        -6.183958e+00  1.269860e+00   0.000000e+00   5.741902e+01   -9.127888e+01  2.640604e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.432999e-18  
42        -6.189117e+00  1.268206e+00   0.000000e+00   5.736757e+01   -9.119683e+01  2.637194e+01   0.000000e+00   0.000000e+00   0.000000e+00   -7.214337e-19 
43        -6.194132e+00  1.266479e+00   0.000000e+00   5.731648e+01   -9.111534e+01  2.633826e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.158197e-18 
44        -6.198974e+00  1.264703e+00   0.000000e+00   5.726619e+01   -9.103511e+01  2.630524e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.670652e-18  
45        -6.203618e+00  1.262903e+00   0.000000e+00   5.721708e+01   -9.095675e+01  2.627315e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.770623e-18 
46        -6.208041e+00  1.261099e+00   0.000000e+00   5.716952e+01   -9.088084e+01  2.624218e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.463682e-18  
47        -6.212223e+00  1.259313e+00   0.000000e+00   5.712385e+01   -9.080793e+01  2.621255e+01   0.000000e+00   0.000000e+00   0.000000e+00   -5.663893e-18 
48        -6.216146e+00  1.257561e+00   0.000000e+00   5.708036e+01   -9.073849e+01  2.618443e+01   0.000000e+00   0.000000e+00   -0.000000e+00  4.641943e-18  
49        -6.219792e+00  1.255861e+00   0.000000e+00   5.703933e+01   -9.067297e+01  2.615799e+01   0.000000e+00   0.000000e+00   0.000000e+00   -6.385457e-18 
50        -6.223146e+00  1.254229e+00   0.000000e+00   5.700102e+01   -9.061176e+01  2.613337e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.477852e-18  
51        -6.226195e+00  1.252679e+00   0.000000e+00   5.696562e+01   -9.055522e+01  2.611072e+01   0.000000e+00   0.000000e+00   0.000000e+00   -7.697904e-18 
52        -6.228926e+00  1.251223e+00   0.000000e+00   5.693335e+01   -9.050364e+01  2.609015e+01   0.000000e+00   0.000000e+00   -0.000000e+00  6.910145e-18  
53        -6.231329e+00  1.249872e+00   0.000000e+00   5.690436e+01   -9.045731e+01  2.607175e+01   0.000000e+00   0.000000e+00   0.000000e+00   -6.737770e-18 
54        -6.233397e+00  1.248636e+00   0.000000e+00   5.687881e+01   -9.041645e+01  2.605561e+01   0.000000e+00   0.000000e+00   -0.000000e+00  5.968936e-18  
55        -6.235124e+00  1.247523e+00   0.000000e+00   5.685679e+01   -9.038123e+01  2.604180e+01   0.000000e+00   0.000000e+00   0.000000e+00   -6.642575e-18 
56        -6.236504e+00  1.246540e+00   0.000000e+00   5.683840e+01   -9.035181e+01  2.603036e+01   0.000000e+00   0.000000e+00   -0.000000e+00  9.351128e-18  
57        -6.237537e+00  1.245692e+00   0.000000e+00   5.682371e+01   -9.032829e+01  2.602135e+01   0.000000e+00   0.000000e+00   0.000000e+00   -4.620275e-18 
58        -6.238223e+00  1.244984e+00   0.000000e+00   5.681275e+01   -9.031072e+01  2.601476e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.133669e-18  
59        -6.238562e+00  1.244419e+00   0.000000e+00   5.680553e+01   -9.029913e+01  2.601062e+01   0.000000e+00   0.000000e+00   -0.000000e+00  4.027736e-18  
60        -6.238559e+00  1.243998e+00   0.000000e+00   5.680205e+01   -9.029350e+01  2.600890e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.092166e-19 
61        -6.238219e+00  1.243721e+00   0.000000e+00   5.680225e+01   -9.029377e+01  2.600958e+01   0.000000e+00   0.000000e+00   -0.000000e+00  4.562882e-18  
62        -6.237553e+00  1.243588e+00   0.000000e+00   5.680608e+01   -9.029982e+01  2.601260e+01   0.000000e+00   0.000000e+00   0.000000e+00   -9.555800e-19 
63        -6.236572e+00  1.243600e+00   0.000000e+00   5.681344e+01   -9.031152e+01  2.601791e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.609453e-18  
64        -6.235288e+00  1.243754e+00   0.000000e+00   5.682423e+01   -9.032871e+01  2.602543e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.281807e-18 
65        -6.233712e+00  1.244047e+00   0.000000e+00   5.683834e+01   -9.035119e+01  2.603508e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.583985e-18  
66        -6.231854e+00  1.244473e+00   0.000000e+00   5.685562e+01   -9.037873e+01  2.604678e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.032880e-18 
67        -6.229729e+00  1.245021e+00   0.000000e+00   5.687588e+01   -9.041104e+01  2.606041e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.346588e-18  
68        -6.227356e+00  1.245686e+00   0.000000e+00   5.689892e+01   -9.044780e+01  2.607583e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.584114e-18 
69        -6.224763e+00  1.246460e+00   0.000000e+00   5.692451e+01   -9.048863e+01  2.609290e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.986139e-18  
70        -6.221976e+00  1.247341e+00   0.000000e+00   5.695243e+01   -9.053319e+01  2.611144e+01   0.000000e+00   0.000000e+00   0.000000e+00   -4.133640e-18 
71        -6.219018e+00  1.248323e+00   0.000000e+00   5.698246e+01   -9.058112e+01  2.613132e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.344421e-19 
72        -6.215912e+00  1.249398e+00   0.000000e+00   5.701436e+01   -9.063205e+01  2.615237e+01   0.000000e+00   0.000000e+00   0.000000e+00   -8.851890e-18 
73        -6.212673e+00  1.250556e+00   0.000000e+00   5.704792e+01   -9.068561e+01  2.617447e+01   0.000000e+00   0.000000e+00   0.000000e+00   -8.868447e-18 
74        -6.209317e+00  1.251783e+00   0.000000e+00   5.708286e+01   -9.074140e+01  2.619744e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.030485e-17 
75        -6.205858e+00  1.253060e+00   0.000000e+00   5.711891e+01   -9.079896e+01  2.622114e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.774459e-17 
76        -6.202315e+00  1.254368e+00   0.000000e+00   5.715576e+01   -9.085781e+01  2.624536e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.214755e-17 
77        -6.198723e+00  1.255693e+00   0.000000e+00   5.719308e+01   -9.091740e+01  2.626991e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.724463e-17 
78        -6.195132e+00  1.257033e+00   0.000000e+00   5.723054e+01   -9.097723e+01  2.629453e+01   0.000000e+00   0.000000e+00   0.000000e+00   -5.920122e-19 
79        -6.191591e+00  1.258390e+00   0.000000e+00   5.726783e+01   -9.103679e+01  2.631898e+01   0.000000e+00   0.000000e+00   -0.000000e+00  1.643150e-17  
80        -6.188131e+00  1.259762e+00   0.000000e+00   5.730467e+01   -9.109564e+01  2.634307e+01   0.000000e+00   0.000000e+00   -0.000000e+00  3.000407e-17  
81        -6.184762e+00  1.261137e+00   0.000000e+00   5.734083e+01   -9.115340e+01  2.636667e+01   0.000000e+00   0.000000e+00   -0.000000e+00  2.013689e-17  
82        -6.181484e+00  1.262493e+00   0.000000e+00   5.737609e+01   -9.120973e+01  2.638966e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.490381e-17 
83        -6.178311e+00  1.263812e+00   0.000000e+00   5.741024e+01   -9.126428e+01  2.641192e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.181483e-16 
84        -6.175271e+00  1.265086e+00   0.000000e+00   5.744305e+01   -9.131670e+01  2.643329e+01   0.000000e+00   0.000000e+00   0.000000e+00   -2.412646e-16 
85        -6.172393e+00  1.266313e+00   0.000000e+00   5.747428e+01   -9.136659e+01  2.645360e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.565257e-16 
86        -6.169699e+00  1.267487e+00   0.000000e+00   5.750369e+01   -9.141357e+01  2.647270e+01   0.000000e+00   0.000000e+00   0.000000e+00   -4.095582e-16 
87        -6.167209e+00  1.268595e+00   0.000000e+00   5.753102e+01   -9.145723e+01  2.649041e+01   0.000000e+00   0.000000e+00   0.000000e+00   -3.473365e-16 
88        -6.164935e+00  1.269621e+00   0.000000e+00   5.755599e+01   -9.149714e+01  2.650659e+01   0.000000e+00   0.000000e+00   0.000000e+00   -1.748108e-16 
89        -6.162880e+00  1.270545e+00   0.000000e+00   5.757840e+01   -9.153294e+01  2.652111e+01   0.000000e+00   0.000000e+00   -0.000000e+00  7.879190e-17  
