
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 8.700000e+01 * a0, G = 1.562940e+04, G * par = 3.125880e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.265517e+00
     Dipolar cutoffs Rcut = 9.866488e+00, Lcut = 2.777575e+02

QF = 1, QDEPL = 0: h2 = 1.965575e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 3.573190e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 4.339961e+00, DY = 1.541639e-01, DZ = 1.541639e-01
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 2500 (NSNAP = 1250)
                     DT = 1.188325e-02

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.50521159547e+05   0.000000e+00   -6.410086e-01  2.779708e+01  
1         1.50521159100e+05   0.000000e+00   -6.411342e-01  2.779706e+01  
2         1.50521158623e+05   0.000000e+00   -6.412623e-01  2.779705e+01  
3         1.50521158127e+05   0.000000e+00   -6.413755e-01  2.779703e+01  
4         1.50521157626e+05   0.000000e+00   -6.414582e-01  2.779702e+01  
5         1.50521157132e+05   0.000000e+00   -6.414979e-01  2.779700e+01  
6         1.50521156658e+05   0.000000e+00   -6.414855e-01  2.779697e+01  
7         1.50521156215e+05   0.000000e+00   -6.414159e-01  2.779695e+01  
8         1.50521155812e+05   0.000000e+00   -6.412870e-01  2.779693e+01  
9         1.50521155457e+05   0.000000e+00   -6.410992e-01  2.779690e+01  
10        1.50521155156e+05   0.000000e+00   -6.408539e-01  2.779687e+01  
11        1.50521154914e+05   0.000000e+00   -6.405529e-01  2.779684e+01  
12        1.50521154737e+05   0.000000e+00   -6.401987e-01  2.779681e+01  
13        1.50521154627e+05   0.000000e+00   -6.397946e-01  2.779678e+01  
14        1.50521154585e+05   0.000000e+00   -6.393457e-01  2.779675e+01  
15        1.50521154619e+05   0.000000e+00   -6.388593e-01  2.779671e+01  
16        1.50521154730e+05   0.000000e+00   -6.383445e-01  2.779668e+01  
17        1.50521154920e+05   0.000000e+00   -6.378124e-01  2.779664e+01  
18        1.50521155194e+05   0.000000e+00   -6.372747e-01  2.779661e+01  
19        1.50521155554e+05   0.000000e+00   -6.367431e-01  2.779658e+01  
20        1.50521156003e+05   0.000000e+00   -6.362283e-01  2.779654e+01  
21        1.50521156546e+05   0.000000e+00   -6.357394e-01  2.779651e+01  
22        1.50521157183e+05   0.000000e+00   -6.352838e-01  2.779647e+01  
23        1.50521157921e+05   0.000000e+00   -6.348670e-01  2.779644e+01  
24        1.50521158759e+05   0.000000e+00   -6.344923e-01  2.779641e+01  
25        1.50521159701e+05   0.000000e+00   -6.341615e-01  2.779638e+01  
26        1.50521160747e+05   0.000000e+00   -6.338749e-01  2.779635e+01  
27        1.50521161899e+05   0.000000e+00   -6.336317e-01  2.779632e+01  
28        1.50521163156e+05   0.000000e+00   -6.334303e-01  2.779629e+01  
29        1.50521164519e+05   0.000000e+00   -6.332683e-01  2.779626e+01  
30        1.50521165985e+05   0.000000e+00   -6.331431e-01  2.779624e+01  
31        1.50521167552e+05   0.000000e+00   -6.330519e-01  2.779621e+01  
32        1.50521169217e+05   0.000000e+00   -6.329916e-01  2.779619e+01  
33        1.50521170977e+05   0.000000e+00   -6.329595e-01  2.779617e+01  
34        1.50521172826e+05   0.000000e+00   -6.329527e-01  2.779615e+01  
35        1.50521174760e+05   0.000000e+00   -6.329687e-01  2.779614e+01  
36        1.50521176772e+05   0.000000e+00   -6.330051e-01  2.779612e+01  
37        1.50521178858e+05   0.000000e+00   -6.330595e-01  2.779611e+01  
38        1.50521181007e+05   0.000000e+00   -6.331299e-01  2.779610e+01  
39        1.50521183216e+05   0.000000e+00   -6.332145e-01  2.779609e+01  
40        1.50521185473e+05   0.000000e+00   -6.333113e-01  2.779608e+01  
41        1.50521187772e+05   0.000000e+00   -6.334190e-01  2.779608e+01  
42        1.50521190105e+05   0.000000e+00   -6.335359e-01  2.779607e+01  
43        1.50521192467e+05   0.000000e+00   -6.336608e-01  2.779607e+01  
44        1.50521194850e+05   0.000000e+00   -6.337924e-01  2.779607e+01  
45        1.50521197247e+05   0.000000e+00   -6.339297e-01  2.779607e+01  
46        1.50521199643e+05   0.000000e+00   -6.340716e-01  2.779608e+01  
47        1.50521202024e+05   0.000000e+00   -6.342173e-01  2.779608e+01  
48        1.50521204377e+05   0.000000e+00   -6.343658e-01  2.779609e+01  
49        1.50521206693e+05   0.000000e+00   -6.345164e-01  2.779610e+01  
50        1.50521208960e+05   0.000000e+00   -6.346685e-01  2.779611e+01  
51        1.50521211172e+05   0.000000e+00   -6.348214e-01  2.779612e+01  
52        1.50521213319e+05   0.000000e+00   -6.349744e-01  2.779614e+01  
53        1.50521215394e+05   0.000000e+00   -6.351272e-01  2.779615e+01  
54        1.50521217388e+05   0.000000e+00   -6.352793e-01  2.779617e+01  
55        1.50521219292e+05   0.000000e+00   -6.354301e-01  2.779618e+01  
56        1.50521221097e+05   0.000000e+00   -6.355794e-01  2.779620e+01  
57        1.50521222795e+05   0.000000e+00   -6.357268e-01  2.779622e+01  
58        1.50521224373e+05   0.000000e+00   -6.358720e-01  2.779624e+01  
59        1.50521225822e+05   0.000000e+00   -6.360147e-01  2.779627e+01  
60        1.50521227132e+05   0.000000e+00   -6.361547e-01  2.779629e+01  
61        1.50521228291e+05   0.000000e+00   -6.362917e-01  2.779631e+01  
62        1.50521229289e+05   0.000000e+00   -6.364256e-01  2.779634e+01  
63        1.50521230115e+05   0.000000e+00   -6.365561e-01  2.779637e+01  
64        1.50521230760e+05   0.000000e+00   -6.366833e-01  2.779639e+01  
65        1.50521231215e+05   0.000000e+00   -6.368068e-01  2.779642e+01  
66        1.50521231469e+05   0.000000e+00   -6.369266e-01  2.779645e+01  
67        1.50521231516e+05   0.000000e+00   -6.370426e-01  2.779648e+01  
68        1.50521231346e+05   0.000000e+00   -6.371547e-01  2.779650e+01  
69        1.50521230953e+05   0.000000e+00   -6.372629e-01  2.779653e+01  
70        1.50521230329e+05   0.000000e+00   -6.373671e-01  2.779656e+01  
71        1.50521229469e+05   0.000000e+00   -6.374674e-01  2.779659e+01  
72        1.50521228367e+05   0.000000e+00   -6.375637e-01  2.779662e+01  
73        1.50521227017e+05   0.000000e+00   -6.376559e-01  2.779666e+01  
74        1.50521225415e+05   0.000000e+00   -6.377441e-01  2.779669e+01  
75        1.50521223558e+05   0.000000e+00   -6.378281e-01  2.779672e+01  
76        1.50521221441e+05   0.000000e+00   -6.379078e-01  2.779675e+01  
77        1.50521219064e+05   0.000000e+00   -6.379834e-01  2.779678e+01  
78        1.50521216421e+05   0.000000e+00   -6.380549e-01  2.779681e+01  
79        1.50521213513e+05   0.000000e+00   -6.381223e-01  2.779684e+01  
80        1.50521210339e+05   0.000000e+00   -6.381859e-01  2.779687e+01  
81        1.50521206897e+05   0.000000e+00   -6.382458e-01  2.779690e+01  
82        1.50521203187e+05   0.000000e+00   -6.383022e-01  2.779693e+01  
83        1.50521199211e+05   0.000000e+00   -6.383552e-01  2.779696e+01  
84        1.50521194969e+05   0.000000e+00   -6.384045e-01  2.779699e+01  
85        1.50521190464e+05   0.000000e+00   -6.384499e-01  2.779702e+01  
86        1.50521185697e+05   0.000000e+00   -6.384911e-01  2.779704e+01  
87        1.50521180671e+05   0.000000e+00   -6.385279e-01  2.779707e+01  
88        1.50521175389e+05   0.000000e+00   -6.385601e-01  2.779710e+01  
89        1.50521169855e+05   0.000000e+00   -6.385880e-01  2.779712e+01  
90        1.50521164073e+05   0.000000e+00   -6.386120e-01  2.779715e+01  
91        1.50521158047e+05   0.000000e+00   -6.386328e-01  2.779718e+01  
92        1.50521151781e+05   0.000000e+00   -6.386510e-01  2.779720e+01  
