
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 8.100000e+01 * a0, G = 1.455151e+04, G * par = 2.910302e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.359259e+00
     Dipolar cutoffs Rcut = 7.355496e+00, Lcut = 2.278574e+02

QF = 1, QDEPL = 0: h2 = 1.827296e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 3.971559e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 3.560272e+00, DY = 1.149296e-01, DZ = 1.149296e-01
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 10000 (NSNAP = 5000)
                     DT = 6.604409e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.50293709864e+05   0.000000e+00   -1.662331e+00  2.284334e+01  
1         1.50293709458e+05   0.000000e+00   -1.662868e+00  2.284333e+01  
2         1.50293709043e+05   0.000000e+00   -1.663418e+00  2.284332e+01  
3         1.50293708592e+05   0.000000e+00   -1.663899e+00  2.284331e+01  
4         1.50293708156e+05   0.000000e+00   -1.664246e+00  2.284330e+01  
5         1.50293707705e+05   0.000000e+00   -1.664414e+00  2.284328e+01  
6         1.50293707300e+05   0.000000e+00   -1.664379e+00  2.284327e+01  
7         1.50293706926e+05   0.000000e+00   -1.664135e+00  2.284325e+01  
8         1.50293706653e+05   0.000000e+00   -1.663684e+00  2.284323e+01  
9         1.50293706468e+05   0.000000e+00   -1.663041e+00  2.284321e+01  
10        1.50293706419e+05   0.000000e+00   -1.662226e+00  2.284319e+01  
11        1.50293706502e+05   0.000000e+00   -1.661257e+00  2.284316e+01  
12        1.50293706764e+05   0.000000e+00   -1.660151e+00  2.284314e+01  
13        1.50293707138e+05   0.000000e+00   -1.658918e+00  2.284312e+01  
14        1.50293707669e+05   0.000000e+00   -1.657566e+00  2.284309e+01  
15        1.50293708385e+05   0.000000e+00   -1.656104e+00  2.284306e+01  
16        1.50293709244e+05   0.000000e+00   -1.654545e+00  2.284304e+01  
17        1.50293710215e+05   0.000000e+00   -1.652913e+00  2.284301e+01  
18        1.50293711341e+05   0.000000e+00   -1.651239e+00  2.284299e+01  
19        1.50293712565e+05   0.000000e+00   -1.649560e+00  2.284296e+01  
20        1.50293713910e+05   0.000000e+00   -1.647920e+00  2.284294e+01  
21        1.50293715350e+05   0.000000e+00   -1.646357e+00  2.284291e+01  
22        1.50293716879e+05   0.000000e+00   -1.644908e+00  2.284289e+01  
23        1.50293718484e+05   0.000000e+00   -1.643600e+00  2.284287e+01  
24        1.50293720157e+05   0.000000e+00   -1.642453e+00  2.284285e+01  
25        1.50293721878e+05   0.000000e+00   -1.641479e+00  2.284283e+01  
26        1.50293723648e+05   0.000000e+00   -1.640682e+00  2.284281e+01  
27        1.50293725437e+05   0.000000e+00   -1.640058e+00  2.284279e+01  
28        1.50293727253e+05   0.000000e+00   -1.639601e+00  2.284277e+01  
29        1.50293729061e+05   0.000000e+00   -1.639300e+00  2.284276e+01  
30        1.50293730871e+05   0.000000e+00   -1.639142e+00  2.284275e+01  
31        1.50293732647e+05   0.000000e+00   -1.639113e+00  2.284274e+01  
32        1.50293734400e+05   0.000000e+00   -1.639200e+00  2.284273e+01  
33        1.50293736091e+05   0.000000e+00   -1.639388e+00  2.284272e+01  
34        1.50293737725e+05   0.000000e+00   -1.639665e+00  2.284271e+01  
35        1.50293739264e+05   0.000000e+00   -1.640018e+00  2.284271e+01  
36        1.50293740711e+05   0.000000e+00   -1.640437e+00  2.284271e+01  
37        1.50293742036e+05   0.000000e+00   -1.640912e+00  2.284271e+01  
38        1.50293743240e+05   0.000000e+00   -1.641434e+00  2.284271e+01  
39        1.50293744294e+05   0.000000e+00   -1.641996e+00  2.284271e+01  
40        1.50293745197e+05   0.000000e+00   -1.642590e+00  2.284272e+01  
41        1.50293745923e+05   0.000000e+00   -1.643210e+00  2.284272e+01  
42        1.50293746466e+05   0.000000e+00   -1.643851e+00  2.284273e+01  
43        1.50293746799e+05   0.000000e+00   -1.644507e+00  2.284274e+01  
44        1.50293746931e+05   0.000000e+00   -1.645174e+00  2.284275e+01  
45        1.50293746856e+05   0.000000e+00   -1.645847e+00  2.284276e+01  
46        1.50293746591e+05   0.000000e+00   -1.646523e+00  2.284277e+01  
47        1.50293746114e+05   0.000000e+00   -1.647199e+00  2.284279e+01  
48        1.50293745408e+05   0.000000e+00   -1.647872e+00  2.284280e+01  
49        1.50293744442e+05   0.000000e+00   -1.648538e+00  2.284281e+01  
50        1.50293743218e+05   0.000000e+00   -1.649196e+00  2.284283e+01  
51        1.50293741716e+05   0.000000e+00   -1.649843e+00  2.284285e+01  
52        1.50293739942e+05   0.000000e+00   -1.650476e+00  2.284286e+01  
53        1.50293737883e+05   0.000000e+00   -1.651096e+00  2.284288e+01  
54        1.50293735559e+05   0.000000e+00   -1.651698e+00  2.284290e+01  
55        1.50293732958e+05   0.000000e+00   -1.652283e+00  2.284292e+01  
56        1.50293730099e+05   0.000000e+00   -1.652849e+00  2.284294e+01  
57        1.50293726975e+05   0.000000e+00   -1.653394e+00  2.284296e+01  
58        1.50293723610e+05   0.000000e+00   -1.653918e+00  2.284298e+01  
59        1.50293719988e+05   0.000000e+00   -1.654420e+00  2.284299e+01  
60        1.50293716135e+05   0.000000e+00   -1.654899e+00  2.284301e+01  
61        1.50293712037e+05   0.000000e+00   -1.655354e+00  2.284303e+01  
62        1.50293707723e+05   0.000000e+00   -1.655785e+00  2.284305e+01  
63        1.50293703172e+05   0.000000e+00   -1.656192e+00  2.284307e+01  
64        1.50293698410e+05   0.000000e+00   -1.656573e+00  2.284309e+01  
65        1.50293693424e+05   0.000000e+00   -1.656929e+00  2.284310e+01  
66        1.50293688248e+05   0.000000e+00   -1.657260e+00  2.284312e+01  
67        1.50293682861e+05   0.000000e+00   -1.657565e+00  2.284314e+01  
68        1.50293677299e+05   0.000000e+00   -1.657845e+00  2.284315e+01  
69        1.50293671543e+05   0.000000e+00   -1.658099e+00  2.284317e+01  
70        1.50293665631e+05   0.000000e+00   -1.658328e+00  2.284318e+01  
71        1.50293659548e+05   0.000000e+00   -1.658531e+00  2.284319e+01  
72        1.50293653333e+05   0.000000e+00   -1.658707e+00  2.284321e+01  
73        1.50293646971e+05   0.000000e+00   -1.658858e+00  2.284322e+01  
74        1.50293640510e+05   0.000000e+00   -1.658985e+00  2.284323e+01  
75        1.50293633928e+05   0.000000e+00   -1.659087e+00  2.284324e+01  
76        1.50293627274e+05   0.000000e+00   -1.659167e+00  2.284325e+01  
77        1.50293620530e+05   0.000000e+00   -1.659225e+00  2.284326e+01  
78        1.50293613743e+05   0.000000e+00   -1.659260e+00  2.284326e+01  
79        1.50293606899e+05   0.000000e+00   -1.659272e+00  2.284327e+01  
80        1.50293600050e+05   0.000000e+00   -1.659262e+00  2.284327e+01  
81        1.50293593176e+05   0.000000e+00   -1.659230e+00  2.284328e+01  
82        1.50293586331e+05   0.000000e+00   -1.659175e+00  2.284328e+01  
83        1.50293579497e+05   0.000000e+00   -1.659100e+00  2.284328e+01  
84        1.50293572726e+05   0.000000e+00   -1.659003e+00  2.284328e+01  
85        1.50293566000e+05   0.000000e+00   -1.658885e+00  2.284328e+01  
86        1.50293559367e+05   0.000000e+00   -1.658747e+00  2.284328e+01  
87        1.50293552814e+05   0.000000e+00   -1.658592e+00  2.284328e+01  
88        1.50293546387e+05   0.000000e+00   -1.658424e+00  2.284328e+01  
89        1.50293540071e+05   0.000000e+00   -1.658244e+00  2.284327e+01  
90        1.50293533920e+05   0.000000e+00   -1.658055e+00  2.284327e+01  
91        1.50293527912e+05   0.000000e+00   -1.657858e+00  2.284326e+01  
92        1.50293522106e+05   0.000000e+00   -1.657650e+00  2.284326e+01  
93        1.50293516483e+05   0.000000e+00   -1.657428e+00  2.284325e+01  
94        1.50293511088e+05   0.000000e+00   -1.657190e+00  2.284324e+01  
95        1.50293505904e+05   0.000000e+00   -1.656934e+00  2.284324e+01  
96        1.50293500973e+05   0.000000e+00   -1.656660e+00  2.284323e+01  
97        1.50293496273e+05   0.000000e+00   -1.656371e+00  2.284322e+01  
98        1.50293491848e+05   0.000000e+00   -1.656068e+00  2.284321e+01  
99        1.50293487672e+05   0.000000e+00   -1.655756e+00  2.284319e+01  
100       1.50293483800e+05   0.000000e+00   -1.655441e+00  2.284318e+01  
101       1.50293480211e+05   0.000000e+00   -1.655127e+00  2.284317e+01  
102       1.50293476945e+05   0.000000e+00   -1.654819e+00  2.284316e+01  
103       1.50293473965e+05   0.000000e+00   -1.654518e+00  2.284315e+01  
104       1.50293471322e+05   0.000000e+00   -1.654225e+00  2.284313e+01  
105       1.50293469030e+05   0.000000e+00   -1.653935e+00  2.284312e+01  
106       1.50293467159e+05   0.000000e+00   -1.653645e+00  2.284311e+01  
107       1.50293465649e+05   0.000000e+00   -1.653352e+00  2.284309e+01  
108       1.50293464473e+05   0.000000e+00   -1.653055e+00  2.284308e+01  
109       1.50293463597e+05   0.000000e+00   -1.652755e+00  2.284307e+01  
110       1.50293463118e+05   0.000000e+00   -1.652455e+00  2.284305e+01  
111       1.50293463062e+05   0.000000e+00   -1.652155e+00  2.284304e+01  
112       1.50293463426e+05   0.000000e+00   -1.651861e+00  2.284303e+01  
113       1.50293464133e+05   0.000000e+00   -1.651574e+00  2.284301e+01  
114       1.50293465180e+05   0.000000e+00   -1.651299e+00  2.284300e+01  
115       1.50293466537e+05   0.000000e+00   -1.651038e+00  2.284299e+01  
116       1.50293468242e+05   0.000000e+00   -1.650793e+00  2.284297e+01  
117       1.50293470282e+05   0.000000e+00   -1.650564e+00  2.284296e+01  
118       1.50293472700e+05   0.000000e+00   -1.650348e+00  2.284295e+01  
119       1.50293475483e+05   0.000000e+00   -1.650142e+00  2.284294e+01  
120       1.50293478698e+05   0.000000e+00   -1.649942e+00  2.284293e+01  
121       1.50293482315e+05   0.000000e+00   -1.649744e+00  2.284292e+01  
122       1.50293486312e+05   0.000000e+00   -1.649545e+00  2.284291e+01  
123       1.50293490582e+05   0.000000e+00   -1.649346e+00  2.284290e+01  
124       1.50293495153e+05   0.000000e+00   -1.649150e+00  2.284289e+01  
125       1.50293500022e+05   0.000000e+00   -1.648962e+00  2.284288e+01  
126       1.50293505264e+05   0.000000e+00   -1.648788e+00  2.284287e+01  
127       1.50293510850e+05   0.000000e+00   -1.648634e+00  2.284286e+01  
128       1.50293516802e+05   0.000000e+00   -1.648504e+00  2.284286e+01  
129       1.50293523050e+05   0.000000e+00   -1.648401e+00  2.284285e+01  
130       1.50293529571e+05   0.000000e+00   -1.648325e+00  2.284285e+01  
131       1.50293536283e+05   0.000000e+00   -1.648276e+00  2.284284e+01  
132       1.50293543187e+05   0.000000e+00   -1.648251e+00  2.284284e+01  
133       1.50293550234e+05   0.000000e+00   -1.648247e+00  2.284283e+01  
134       1.50293557440e+05   0.000000e+00   -1.648265e+00  2.284283e+01  
135       1.50293564777e+05   0.000000e+00   -1.648305e+00  2.284283e+01  
136       1.50293572264e+05   0.000000e+00   -1.648367e+00  2.284283e+01  
137       1.50293579847e+05   0.000000e+00   -1.648455e+00  2.284283e+01  
138       1.50293587530e+05   0.000000e+00   -1.648569e+00  2.284283e+01  
139       1.50293595282e+05   0.000000e+00   -1.648711e+00  2.284283e+01  
140       1.50293603092e+05   0.000000e+00   -1.648878e+00  2.284283e+01  
141       1.50293610890e+05   0.000000e+00   -1.649065e+00  2.284284e+01  
142       1.50293618697e+05   0.000000e+00   -1.649265e+00  2.284284e+01  
143       1.50293626502e+05   0.000000e+00   -1.649470e+00  2.284284e+01  
144       1.50293634302e+05   0.000000e+00   -1.649671e+00  2.284285e+01  
145       1.50293642061e+05   0.000000e+00   -1.649860e+00  2.284285e+01  
146       1.50293649810e+05   0.000000e+00   -1.650032e+00  2.284286e+01  
147       1.50293657506e+05   0.000000e+00   -1.650183e+00  2.284286e+01  
148       1.50293665138e+05   0.000000e+00   -1.650314e+00  2.284287e+01  
149       1.50293672683e+05   0.000000e+00   -1.650426e+00  2.284288e+01  
150       1.50293680113e+05   0.000000e+00   -1.650523e+00  2.284288e+01  
151       1.50293687363e+05   0.000000e+00   -1.650611e+00  2.284289e+01  
152       1.50293694427e+05   0.000000e+00   -1.650697e+00  2.284290e+01  
153       1.50293701258e+05   0.000000e+00   -1.650788e+00  2.284291e+01  
154       1.50293707815e+05   0.000000e+00   -1.650888e+00  2.284292e+01  
155       1.50293714059e+05   0.000000e+00   -1.651002e+00  2.284293e+01  
156       1.50293719991e+05   0.000000e+00   -1.651134e+00  2.284293e+01  
157       1.50293725565e+05   0.000000e+00   -1.651285e+00  2.284294e+01  
158       1.50293730772e+05   0.000000e+00   -1.651459e+00  2.284295e+01  
159       1.50293735580e+05   0.000000e+00   -1.651656e+00  2.284296e+01  
160       1.50293739982e+05   0.000000e+00   -1.651879e+00  2.284297e+01  
161       1.50293743919e+05   0.000000e+00   -1.652129e+00  2.284298e+01  
162       1.50293747396e+05   0.000000e+00   -1.652405e+00  2.284299e+01  
163       1.50293750361e+05   0.000000e+00   -1.652707e+00  2.284300e+01  
164       1.50293752782e+05   0.000000e+00   -1.653030e+00  2.284301e+01  
165       1.50293754617e+05   0.000000e+00   -1.653371e+00  2.284302e+01  
166       1.50293755873e+05   0.000000e+00   -1.653726e+00  2.284303e+01  
167       1.50293756472e+05   0.000000e+00   -1.654091e+00  2.284304e+01  
168       1.50293756451e+05   0.000000e+00   -1.654462e+00  2.284304e+01  
169       1.50293755745e+05   0.000000e+00   -1.654832e+00  2.284305e+01  
170       1.50293754407e+05   0.000000e+00   -1.655194e+00  2.284306e+01  
171       1.50293752376e+05   0.000000e+00   -1.655539e+00  2.284307e+01  
172       1.50293749698e+05   0.000000e+00   -1.655858e+00  2.284307e+01  
173       1.50293746361e+05   0.000000e+00   -1.656147e+00  2.284308e+01  
174       1.50293742389e+05   0.000000e+00   -1.656401e+00  2.284308e+01  
175       1.50293737787e+05   0.000000e+00   -1.656617e+00  2.284309e+01  
176       1.50293732607e+05   0.000000e+00   -1.656793e+00  2.284309e+01  
177       1.50293726805e+05   0.000000e+00   -1.656926e+00  2.284310e+01  
178       1.50293720426e+05   0.000000e+00   -1.657012e+00  2.284310e+01  
179       1.50293713463e+05   0.000000e+00   -1.657050e+00  2.284310e+01  
180       1.50293705952e+05   0.000000e+00   -1.657043e+00  2.284310e+01  
181       1.50293697887e+05   0.000000e+00   -1.656996e+00  2.284310e+01  
182       1.50293689271e+05   0.000000e+00   -1.656915e+00  2.284310e+01  
183       1.50293680052e+05   0.000000e+00   -1.656810e+00  2.284310e+01  
184       1.50293670273e+05   0.000000e+00   -1.656686e+00  2.284310e+01  
185       1.50293659945e+05   0.000000e+00   -1.656550e+00  2.284310e+01  
186       1.50293649092e+05   0.000000e+00   -1.656404e+00  2.284309e+01  
