-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -1.241410e+00  4.140302e-01   0.000000e+00   1.898126e+01   -2.535181e+01  4.715104e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -1.241757e+00  4.145082e-01   0.000000e+00   1.898605e+01   -2.535823e+01  4.715912e+00   0.000000e+00   0.000000e+00   0.000000e+00   -5.114828e-21 
2         -1.242114e+00  4.150598e-01   0.000000e+00   1.899178e+01   -2.536591e+01  4.716957e+00   0.000000e+00   0.000000e+00   0.000000e+00   -1.477502e-20 
3         -1.242431e+00  4.156539e-01   0.000000e+00   1.899851e+01   -2.537493e+01  4.718335e+00   0.000000e+00   0.000000e+00   0.000000e+00   -2.168074e-19 
4         -1.242665e+00  4.162607e-01   0.000000e+00   1.900625e+01   -2.538530e+01  4.720130e+00   0.000000e+00   0.000000e+00   0.000000e+00   -4.211273e-19 
5         -1.242786e+00  4.168563e-01   0.000000e+00   1.901501e+01   -2.539704e+01  4.722395e+00   0.000000e+00   0.000000e+00   0.000000e+00   -2.942601e-19 
6         -1.242775e+00  4.174247e-01   0.000000e+00   1.902476e+01   -2.541013e+01  4.725162e+00   0.000000e+00   0.000000e+00   0.000000e+00   -1.223095e-18 
7         -1.242625e+00  4.179564e-01   0.000000e+00   1.903549e+01   -2.542451e+01  4.728440e+00   0.000000e+00   0.000000e+00   0.000000e+00   -8.234292e-19 
8         -1.242334e+00  4.184475e-01   0.000000e+00   1.904715e+01   -2.544015e+01  4.732219e+00   0.000000e+00   0.000000e+00   0.000000e+00   -9.338299e-19 
9         -1.241910e+00  4.188978e-01   0.000000e+00   1.905966e+01   -2.545695e+01  4.736472e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.312990e-19  
10        -1.241363e+00  4.193100e-01   0.000000e+00   1.907297e+01   -2.547481e+01  4.741164e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.547721e-18  
11        -1.240702e+00  4.196869e-01   0.000000e+00   1.908699e+01   -2.549364e+01  4.746257e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.747618e-18  
12        -1.239936e+00  4.200309e-01   0.000000e+00   1.910167e+01   -2.551336e+01  4.751721e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.018624e-18  
13        -1.239071e+00  4.203437e-01   0.000000e+00   1.911696e+01   -2.553390e+01  4.757528e+00   0.000000e+00   0.000000e+00   -0.000000e+00  8.871941e-19  
14        -1.238112e+00  4.206262e-01   0.000000e+00   1.913280e+01   -2.555520e+01  4.763654e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.111905e-18  
15        -1.237070e+00  4.208805e-01   0.000000e+00   1.914917e+01   -2.557719e+01  4.770072e+00   0.000000e+00   0.000000e+00   0.000000e+00   -4.594141e-19 
16        -1.235957e+00  4.211110e-01   0.000000e+00   1.916600e+01   -2.559981e+01  4.776744e+00   0.000000e+00   0.000000e+00   0.000000e+00   -1.985809e-18 
17        -1.234792e+00  4.213248e-01   0.000000e+00   1.918323e+01   -2.562296e+01  4.783616e+00   0.000000e+00   0.000000e+00   -0.000000e+00  2.780515e-18  
18        -1.233599e+00  4.215315e-01   0.000000e+00   1.920074e+01   -2.564649e+01  4.790618e+00   0.000000e+00   0.000000e+00   0.000000e+00   -2.771244e-18 
19        -1.232406e+00  4.217413e-01   0.000000e+00   1.921840e+01   -2.567021e+01  4.797663e+00   0.000000e+00   0.000000e+00   0.000000e+00   -2.891088e-19 
20        -1.231240e+00  4.219641e-01   0.000000e+00   1.923603e+01   -2.569389e+01  4.804654e+00   0.000000e+00   0.000000e+00   -0.000000e+00  3.944654e-18  
21        -1.230127e+00  4.222076e-01   0.000000e+00   1.925345e+01   -2.571727e+01  4.811492e+00   0.000000e+00   0.000000e+00   -0.000000e+00  8.142609e-19  
22        -1.229090e+00  4.224767e-01   0.000000e+00   1.927044e+01   -2.574008e+01  4.818081e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.780554e-18  
23        -1.228146e+00  4.227732e-01   0.000000e+00   1.928681e+01   -2.576206e+01  4.824336e+00   0.000000e+00   0.000000e+00   0.000000e+00   -1.510115e-18 
24        -1.227307e+00  4.230959e-01   0.000000e+00   1.930237e+01   -2.578295e+01  4.830183e+00   0.000000e+00   0.000000e+00   -0.000000e+00  9.069727e-18  
25        -1.226581e+00  4.234411e-01   0.000000e+00   1.931696e+01   -2.580255e+01  4.835565e+00   0.000000e+00   0.000000e+00   0.000000e+00   -2.814812e-18 
26        -1.225970e+00  4.238035e-01   0.000000e+00   1.933045e+01   -2.582067e+01  4.840440e+00   0.000000e+00   0.000000e+00   -0.000000e+00  5.465169e-18  
27        -1.225473e+00  4.241765e-01   0.000000e+00   1.934274e+01   -2.583717e+01  4.844781e+00   0.000000e+00   0.000000e+00   0.000000e+00   -5.469032e-18 
28        -1.225084e+00  4.245530e-01   0.000000e+00   1.935375e+01   -2.585196e+01  4.848575e+00   0.000000e+00   0.000000e+00   -0.000000e+00  2.904431e-18  
29        -1.224800e+00  4.249260e-01   0.000000e+00   1.936343e+01   -2.586498e+01  4.851819e+00   0.000000e+00   0.000000e+00   0.000000e+00   -6.076569e-18 
30        -1.224610e+00  4.252889e-01   0.000000e+00   1.937177e+01   -2.587619e+01  4.854521e+00   0.000000e+00   0.000000e+00   -0.000000e+00  1.829524e-18  
31        -1.224508e+00  4.256358e-01   0.000000e+00   1.937877e+01   -2.588561e+01  4.856697e+00   0.000000e+00   0.000000e+00   0.000000e+00   -5.681367e-18 
32        -1.224484e+00  4.259616e-01   0.000000e+00   1.938444e+01   -2.589325e+01  4.858364e+00   0.000000e+00   0.000000e+00   -0.000000e+00  7.060045e-18  
33        -1.224531e+00  4.262621e-01   0.000000e+00   1.938883e+01   -2.589917e+01  4.859549e+00   0.000000e+00   0.000000e+00   0.000000e+00   -7.121430e-18 
34        -1.224639e+00  4.265340e-01   0.000000e+00   1.939197e+01   -2.590342e+01  4.860276e+00   0.000000e+00   0.000000e+00   -0.000000e+00  4.469387e-18  
35        -1.224803e+00  4.267750e-01   0.000000e+00   1.939392e+01   -2.590607e+01  4.860572e+00   0.000000e+00   0.000000e+00   0.000000e+00   -6.165797e-18 
36        -1.225014e+00  4.269833e-01   0.000000e+00   1.939474e+01   -2.590720e+01  4.860467e+00   0.000000e+00   0.000000e+00   -0.000000e+00  7.301585e-18  
37        -1.225266e+00  4.271580e-01   0.000000e+00   1.939449e+01   -2.590690e+01  4.859987e+00   0.000000e+00   0.000000e+00   0.000000e+00   -8.824268e-18 
38        -1.225555e+00  4.272987e-01   0.000000e+00   1.939323e+01   -2.590524e+01  4.859160e+00   0.000000e+00   0.000000e+00   -0.000000e+00  7.240091e-18  
39        -1.225874e+00  4.274054e-01   0.000000e+00   1.939103e+01   -2.590232e+01  4.858013e+00   0.000000e+00   0.000000e+00   0.000000e+00   -9.109482e-18 
40        -1.226219e+00  4.274787e-01   0.000000e+00   1.938795e+01   -2.589822e+01  4.856572e+00   0.000000e+00   0.000000e+00   -0.000000e+00  9.952814e-18  
41        -1.226586e+00  4.275191e-01   0.000000e+00   1.938406e+01   -2.589302e+01  4.854862e+00   0.000000e+00   0.000000e+00   0.000000e+00   -9.153721e-18 
