
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.400000e+01 * a0, G = 1.149749e+04, G * par = 2.299498e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par = 9.443909e+03, edd = 1.720312e+00
     Dipolar cutoff Rcut = 4.237112e+00, Lcut = 1.460901e+02

QF = 1: h2 = 1.475417e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.778689e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.282658e+00, DY = 6.620487e-02, DZ = 6.620487e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 5000 (NSNAP = 2000)
                     DT = 2.191543e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         1.414130e+01   1.412824e+01   4.295832e-01   4.295832e-01  
1         1.414129e+01   1.412824e+01   4.294884e-01   4.294884e-01  
2         1.414129e+01   1.412824e+01   4.293727e-01   4.293727e-01  
3         1.414128e+01   1.412825e+01   4.292363e-01   4.292363e-01  
4         1.414128e+01   1.412825e+01   4.290799e-01   4.290799e-01  
5         1.414127e+01   1.412826e+01   4.289046e-01   4.289046e-01  
6         1.414126e+01   1.412826e+01   4.287121e-01   4.287121e-01  
7         1.414126e+01   1.412827e+01   4.285041e-01   4.285041e-01  
8         1.414125e+01   1.412828e+01   4.282832e-01   4.282832e-01  
9         1.414125e+01   1.412828e+01   4.280517e-01   4.280517e-01  
10        1.414124e+01   1.412829e+01   4.278125e-01   4.278125e-01  
11        1.414124e+01   1.412831e+01   4.275685e-01   4.275685e-01  
12        1.414124e+01   1.412832e+01   4.273224e-01   4.273224e-01  
13        1.414124e+01   1.412833e+01   4.270773e-01   4.270773e-01  
14        1.414124e+01   1.412835e+01   4.268361e-01   4.268361e-01  
15        1.414124e+01   1.412837e+01   4.266014e-01   4.266014e-01  
16        1.414125e+01   1.412839e+01   4.263762e-01   4.263762e-01  
17        1.414126e+01   1.412841e+01   4.261632e-01   4.261632e-01  
18        1.414127e+01   1.412843e+01   4.259650e-01   4.259650e-01  
19        1.414128e+01   1.412845e+01   4.257845e-01   4.257845e-01  
