
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 9.000000e+01 * a0, G = 1.616835e+04, G * par = 3.233669e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par = 9.443909e+03, edd = 1.223333e+00
     Dipolar cutoff Rcut = 1.194221e+01, Lcut = 3.145626e+02

QF = 1: h2 = 2.037647e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 3.403199e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 4.915041e+00, DY = 1.865970e-01, DZ = 1.865970e-01
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 2500 (NSNAP = 1250)
                     DT = 1.740923e-02

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         3.151191e+01   3.146637e+01   1.197590e+00   1.197590e+00  
1         3.151191e+01   3.146638e+01   1.197421e+00   1.197421e+00  
2         3.151191e+01   3.146639e+01   1.197269e+00   1.197269e+00  
3         3.151193e+01   3.146642e+01   1.197133e+00   1.197133e+00  
4         3.151196e+01   3.146646e+01   1.197012e+00   1.197012e+00  
5         3.151200e+01   3.146650e+01   1.196907e+00   1.196907e+00  
6         3.151205e+01   3.146656e+01   1.196818e+00   1.196818e+00  
7         3.151211e+01   3.146662e+01   1.196745e+00   1.196745e+00  
8         3.151218e+01   3.146670e+01   1.196687e+00   1.196687e+00  
9         3.151226e+01   3.146679e+01   1.196644e+00   1.196644e+00  
10        3.151235e+01   3.146688e+01   1.196617e+00   1.196617e+00  
11        3.151246e+01   3.146699e+01   1.196605e+00   1.196605e+00  
12        3.151257e+01   3.146710e+01   1.196608e+00   1.196608e+00  
13        3.151270e+01   3.146722e+01   1.196625e+00   1.196625e+00  
14        3.151283e+01   3.146736e+01   1.196658e+00   1.196658e+00  
15        3.151298e+01   3.146750e+01   1.196705e+00   1.196705e+00  
16        3.151314e+01   3.146765e+01   1.196767e+00   1.196767e+00  
17        3.151330e+01   3.146782e+01   1.196844e+00   1.196844e+00  
18        3.151348e+01   3.146799e+01   1.196935e+00   1.196935e+00  
19        3.151367e+01   3.146817e+01   1.197040e+00   1.197040e+00  
20        3.151387e+01   3.146836e+01   1.197160e+00   1.197160e+00  
21        3.151409e+01   3.146857e+01   1.197293e+00   1.197293e+00  
22        3.151431e+01   3.146878e+01   1.197440e+00   1.197440e+00  
23        3.151454e+01   3.146900e+01   1.197601e+00   1.197601e+00  
24        3.151478e+01   3.146923e+01   1.197776e+00   1.197776e+00  
25        3.151504e+01   3.146947e+01   1.197963e+00   1.197963e+00  
26        3.151530e+01   3.146972e+01   1.198163e+00   1.198163e+00  
27        3.151558e+01   3.146998e+01   1.198375e+00   1.198375e+00  
28        3.151586e+01   3.147025e+01   1.198599e+00   1.198599e+00  
29        3.151616e+01   3.147052e+01   1.198834e+00   1.198834e+00  
30        3.151647e+01   3.147081e+01   1.199079e+00   1.199079e+00  
31        3.151678e+01   3.147111e+01   1.199335e+00   1.199335e+00  
32        3.151711e+01   3.147142e+01   1.199600e+00   1.199600e+00  
33        3.151745e+01   3.147174e+01   1.199874e+00   1.199874e+00  
34        3.151780e+01   3.147206e+01   1.200156e+00   1.200156e+00  
35        3.151815e+01   3.147240e+01   1.200446e+00   1.200446e+00  
36        3.151852e+01   3.147274e+01   1.200742e+00   1.200742e+00  
