
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.600000e+01 * a0, G = 1.185679e+04, G * par = 2.371357e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.668182e+00
     Dipolar cutoffs Rcut = 4.423341e+00, Lcut = 1.570581e+02

QF = 1, QDEPL = 0: h2 = 1.513903e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.490383e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.454033e+00, DY = 6.911470e-02, DZ = 6.911470e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 2500 (NSNAP = 1250)
                     DT = 2.388421e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.50064005316e+05   0.000000e+00   -9.356568e+00  1.568796e+01  
1         1.50064001077e+05   0.000000e+00   -9.363666e+00  1.568795e+01  
2         1.50063999726e+05   0.000000e+00   -9.370527e+00  1.568794e+01  
3         1.50064000917e+05   0.000000e+00   -9.375363e+00  1.568794e+01  
4         1.50063995864e+05   0.000000e+00   -9.377372e+00  1.568793e+01  
5         1.50063995388e+05   0.000000e+00   -9.376483e+00  1.568792e+01  
6         1.50063987844e+05   0.000000e+00   -9.372993e+00  1.568790e+01  
7         1.50063983666e+05   0.000000e+00   -9.367349e+00  1.568789e+01  
8         1.50063973461e+05   0.000000e+00   -9.359953e+00  1.568788e+01  
9         1.50063965975e+05   0.000000e+00   -9.351184e+00  1.568786e+01  
10        1.50063952926e+05   0.000000e+00   -9.341498e+00  1.568784e+01  
11        1.50063943557e+05   0.000000e+00   -9.331269e+00  1.568783e+01  
12        1.50063930414e+05   0.000000e+00   -9.320706e+00  1.568781e+01  
13        1.50063917280e+05   0.000000e+00   -9.309971e+00  1.568779e+01  
14        1.50063904103e+05   0.000000e+00   -9.299233e+00  1.568778e+01  
15        1.50063893436e+05   0.000000e+00   -9.288545e+00  1.568776e+01  
16        1.50063874490e+05   0.000000e+00   -9.277785e+00  1.568774e+01  
17        1.50063858735e+05   0.000000e+00   -9.266793e+00  1.568773e+01  
18        1.50063843104e+05   0.000000e+00   -9.255559e+00  1.568771e+01  
19        1.50063825633e+05   0.000000e+00   -9.244334e+00  1.568770e+01  
20        1.50063806817e+05   0.000000e+00   -9.233602e+00  1.568769e+01  
21        1.50063788106e+05   0.000000e+00   -9.223951e+00  1.568768e+01  
22        1.50063765699e+05   0.000000e+00   -9.215945e+00  1.568767e+01  
23        1.50063744453e+05   0.000000e+00   -9.210019e+00  1.568766e+01  
24        1.50063719552e+05   0.000000e+00   -9.206414e+00  1.568766e+01  
25        1.50063694841e+05   0.000000e+00   -9.205188e+00  1.568766e+01  
26        1.50063667997e+05   0.000000e+00   -9.206233e+00  1.568766e+01  
27        1.50063640084e+05   0.000000e+00   -9.209330e+00  1.568766e+01  
28        1.50063611384e+05   0.000000e+00   -9.214195e+00  1.568766e+01  
29        1.50063580812e+05   0.000000e+00   -9.220515e+00  1.568767e+01  
30        1.50063550447e+05   0.000000e+00   -9.227982e+00  1.568767e+01  
31        1.50063517842e+05   0.000000e+00   -9.236309e+00  1.568768e+01  
32        1.50063485884e+05   0.000000e+00   -9.245241e+00  1.568769e+01  
33        1.50063451404e+05   0.000000e+00   -9.254565e+00  1.568770e+01  
34        1.50063417490e+05   0.000000e+00   -9.264102e+00  1.568772e+01  
35        1.50063381257e+05   0.000000e+00   -9.273710e+00  1.568773e+01  
36        1.50063345703e+05   0.000000e+00   -9.283275e+00  1.568775e+01  
37        1.50063308331e+05   0.000000e+00   -9.292700e+00  1.568776e+01  
38        1.50063271312e+05   0.000000e+00   -9.301905e+00  1.568778e+01  
39        1.50063232872e+05   0.000000e+00   -9.310821e+00  1.568779e+01  
40        1.50063194725e+05   0.000000e+00   -9.319387e+00  1.568781e+01  
41        1.50063155645e+05   0.000000e+00   -9.327550e+00  1.568783e+01  
42        1.50063116680e+05   0.000000e+00   -9.335262e+00  1.568784e+01  
43        1.50063077275e+05   0.000000e+00   -9.342481e+00  1.568786e+01  
44        1.50063037710e+05   0.000000e+00   -9.349169e+00  1.568788e+01  
45        1.50062997644e+05   0.000000e+00   -9.355294e+00  1.568789e+01  
46        1.50062957217e+05   0.000000e+00   -9.360827e+00  1.568790e+01  
47        1.50062916912e+05   0.000000e+00   -9.365745e+00  1.568792e+01  
48        1.50062876742e+05   0.000000e+00   -9.370027e+00  1.568793e+01  
49        1.50062837138e+05   0.000000e+00   -9.373655e+00  1.568794e+01  
50        1.50062797529e+05   0.000000e+00   -9.376617e+00  1.568795e+01  
51        1.50062758411e+05   0.000000e+00   -9.378901e+00  1.568796e+01  
52        1.50062719326e+05   0.000000e+00   -9.380502e+00  1.568796e+01  
53        1.50062680638e+05   0.000000e+00   -9.381416e+00  1.568797e+01  
54        1.50062642038e+05   0.000000e+00   -9.381647e+00  1.568797e+01  
55        1.50062603993e+05   0.000000e+00   -9.381203e+00  1.568798e+01  
56        1.50062566231e+05   0.000000e+00   -9.380099e+00  1.568798e+01  
57        1.50062529010e+05   0.000000e+00   -9.378350e+00  1.568798e+01  
58        1.50062492089e+05   0.000000e+00   -9.375981e+00  1.568798e+01  
59        1.50062455744e+05   0.000000e+00   -9.373016e+00  1.568797e+01  
60        1.50062420226e+05   0.000000e+00   -9.369489e+00  1.568797e+01  
61        1.50062385525e+05   0.000000e+00   -9.365441e+00  1.568797e+01  
62        1.50062351214e+05   0.000000e+00   -9.360919e+00  1.568796e+01  
63        1.50062317260e+05   0.000000e+00   -9.355965e+00  1.568795e+01  
64        1.50062284259e+05   0.000000e+00   -9.350618e+00  1.568794e+01  
65        1.50062252124e+05   0.000000e+00   -9.344923e+00  1.568794e+01  
66        1.50062220609e+05   0.000000e+00   -9.338932e+00  1.568793e+01  
67        1.50062189694e+05   0.000000e+00   -9.332715e+00  1.568792e+01  
68        1.50062159097e+05   0.000000e+00   -9.326345e+00  1.568791e+01  
69        1.50062129114e+05   0.000000e+00   -9.319888e+00  1.568790e+01  
70        1.50062099352e+05   0.000000e+00   -9.313399e+00  1.568789e+01  
71        1.50062069923e+05   0.000000e+00   -9.306925e+00  1.568788e+01  
