
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.900000e+01 * a0, G = 1.239573e+04, G * par = 2.479146e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.595652e+00
     Dipolar cutoffs Rcut = 4.825015e+00, Lcut = 1.677432e+02

QF = 1, QDEPL = 0: h2 = 1.573046e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.104853e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.620988e+00, DY = 7.539086e-02, DZ = 7.539086e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 2500 (NSNAP = 1250)
                     DT = 2.841891e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.50051852291e+05   0.000000e+00   -6.927466e+00  1.676105e+01  
1         1.50051850822e+05   0.000000e+00   -6.932000e+00  1.676105e+01  
2         1.50051849486e+05   0.000000e+00   -6.936497e+00  1.676104e+01  
3         1.50051849405e+05   0.000000e+00   -6.939907e+00  1.676103e+01  
4         1.50051846112e+05   0.000000e+00   -6.941672e+00  1.676102e+01  
5         1.50051844478e+05   0.000000e+00   -6.941649e+00  1.676101e+01  
6         1.50051839200e+05   0.000000e+00   -6.939936e+00  1.676100e+01  
7         1.50051835047e+05   0.000000e+00   -6.936742e+00  1.676098e+01  
8         1.50051827698e+05   0.000000e+00   -6.932284e+00  1.676097e+01  
9         1.50051821408e+05   0.000000e+00   -6.926791e+00  1.676095e+01  
10        1.50051812212e+05   0.000000e+00   -6.920539e+00  1.676093e+01  
11        1.50051804627e+05   0.000000e+00   -6.913765e+00  1.676092e+01  
12        1.50051795142e+05   0.000000e+00   -6.906628e+00  1.676090e+01  
13        1.50051785610e+05   0.000000e+00   -6.899249e+00  1.676088e+01  
14        1.50051775566e+05   0.000000e+00   -6.891723e+00  1.676086e+01  
15        1.50051767352e+05   0.000000e+00   -6.884075e+00  1.676084e+01  
16        1.50051755085e+05   0.000000e+00   -6.876243e+00  1.676083e+01  
17        1.50051743598e+05   0.000000e+00   -6.868168e+00  1.676081e+01  
18        1.50051732044e+05   0.000000e+00   -6.859882e+00  1.676079e+01  
19        1.50051719666e+05   0.000000e+00   -6.851561e+00  1.676078e+01  
20        1.50051706334e+05   0.000000e+00   -6.843508e+00  1.676077e+01  
21        1.50051692921e+05   0.000000e+00   -6.836081e+00  1.676075e+01  
22        1.50051677576e+05   0.000000e+00   -6.829629e+00  1.676074e+01  
23        1.50051662293e+05   0.000000e+00   -6.824434e+00  1.676073e+01  
24        1.50051645262e+05   0.000000e+00   -6.820673e+00  1.676073e+01  
25        1.50051627633e+05   0.000000e+00   -6.818416e+00  1.676072e+01  
26        1.50051608959e+05   0.000000e+00   -6.817640e+00  1.676072e+01  
27        1.50051589074e+05   0.000000e+00   -6.818246e+00  1.676072e+01  
28        1.50051568731e+05   0.000000e+00   -6.820088e+00  1.676072e+01  
29        1.50051546830e+05   0.000000e+00   -6.822995e+00  1.676072e+01  
30        1.50051524910e+05   0.000000e+00   -6.826787e+00  1.676072e+01  
31        1.50051501320e+05   0.000000e+00   -6.831292e+00  1.676073e+01  
32        1.50051477919e+05   0.000000e+00   -6.836350e+00  1.676074e+01  
33        1.50051452749e+05   0.000000e+00   -6.841821e+00  1.676075e+01  
34        1.50051427714e+05   0.000000e+00   -6.847584e+00  1.676076e+01  
35        1.50051400990e+05   0.000000e+00   -6.853539e+00  1.676077e+01  
36        1.50051374488e+05   0.000000e+00   -6.859605e+00  1.676078e+01  
37        1.50051346536e+05   0.000000e+00   -6.865711e+00  1.676080e+01  
38        1.50051318713e+05   0.000000e+00   -6.871799e+00  1.676082e+01  
39        1.50051289581e+05   0.000000e+00   -6.877819e+00  1.676083e+01  
40        1.50051260614e+05   0.000000e+00   -6.883726e+00  1.676085e+01  
41        1.50051230578e+05   0.000000e+00   -6.889482e+00  1.676087e+01  
42        1.50051200670e+05   0.000000e+00   -6.895051e+00  1.676088e+01  
43        1.50051169897e+05   0.000000e+00   -6.900402e+00  1.676090e+01  
44        1.50051139121e+05   0.000000e+00   -6.905507e+00  1.676092e+01  
45        1.50051107447e+05   0.000000e+00   -6.910341e+00  1.676094e+01  
46        1.50051075753e+05   0.000000e+00   -6.914881e+00  1.676095e+01  
47        1.50051043627e+05   0.000000e+00   -6.919109e+00  1.676097e+01  
48        1.50051011792e+05   0.000000e+00   -6.923007e+00  1.676099e+01  
49        1.50050979750e+05   0.000000e+00   -6.926558e+00  1.676100e+01  
50        1.50050947863e+05   0.000000e+00   -6.929749e+00  1.676102e+01  
51        1.50050915781e+05   0.000000e+00   -6.932568e+00  1.676103e+01  
52        1.50050883856e+05   0.000000e+00   -6.935004e+00  1.676104e+01  
53        1.50050851759e+05   0.000000e+00   -6.937049e+00  1.676106e+01  
54        1.50050819831e+05   0.000000e+00   -6.938699e+00  1.676107e+01  
55        1.50050787922e+05   0.000000e+00   -6.939948e+00  1.676107e+01  
56        1.50050756261e+05   0.000000e+00   -6.940798e+00  1.676108e+01  
57        1.50050724736e+05   0.000000e+00   -6.941249e+00  1.676109e+01  
58        1.50050693530e+05   0.000000e+00   -6.941307e+00  1.676109e+01  
59        1.50050662542e+05   0.000000e+00   -6.940975e+00  1.676110e+01  
60        1.50050632039e+05   0.000000e+00   -6.940263e+00  1.676110e+01  
61        1.50050602077e+05   0.000000e+00   -6.939182e+00  1.676110e+01  
62        1.50050572525e+05   0.000000e+00   -6.937749e+00  1.676110e+01  
63        1.50050543316e+05   0.000000e+00   -6.935981e+00  1.676110e+01  
64        1.50050514604e+05   0.000000e+00   -6.933896e+00  1.676110e+01  
65        1.50050486637e+05   0.000000e+00   -6.931507e+00  1.676109e+01  
66        1.50050459131e+05   0.000000e+00   -6.928832e+00  1.676109e+01  
67        1.50050432335e+05   0.000000e+00   -6.925893e+00  1.676108e+01  
68        1.50050405858e+05   0.000000e+00   -6.922719e+00  1.676108e+01  
69        1.50050380116e+05   0.000000e+00   -6.919346e+00  1.676107e+01  
70        1.50050354721e+05   0.000000e+00   -6.915806e+00  1.676106e+01  
71        1.50050330034e+05   0.000000e+00   -6.912128e+00  1.676105e+01  
72        1.50050305670e+05   0.000000e+00   -6.908337e+00  1.676104e+01  
73        1.50050282164e+05   0.000000e+00   -6.904452e+00  1.676104e+01  
74        1.50050258731e+05   0.000000e+00   -6.900493e+00  1.676103e+01  
75        1.50050236119e+05   0.000000e+00   -6.896480e+00  1.676102e+01  
76        1.50050213637e+05   0.000000e+00   -6.892442e+00  1.676101e+01  
77        1.50050191787e+05   0.000000e+00   -6.888428e+00  1.676100e+01  
78        1.50050169954e+05   0.000000e+00   -6.884499e+00  1.676099e+01  
79        1.50050148504e+05   0.000000e+00   -6.880708e+00  1.676098e+01  
80        1.50050126905e+05   0.000000e+00   -6.877081e+00  1.676097e+01  
81        1.50050105754e+05   0.000000e+00   -6.873617e+00  1.676097e+01  
82        1.50050084099e+05   0.000000e+00   -6.870316e+00  1.676096e+01  
83        1.50050062741e+05   0.000000e+00   -6.867196e+00  1.676095e+01  
84        1.50050040791e+05   0.000000e+00   -6.864290e+00  1.676095e+01  
85        1.50050018680e+05   0.000000e+00   -6.861631e+00  1.676095e+01  
86        1.50049995573e+05   0.000000e+00   -6.859241e+00  1.676094e+01  
87        1.50049971533e+05   0.000000e+00   -6.857139e+00  1.676094e+01  
88        1.50049946074e+05   0.000000e+00   -6.855333e+00  1.676094e+01  
89        1.50049918886e+05   0.000000e+00   -6.853819e+00  1.676094e+01  
90        1.50049889147e+05   0.000000e+00   -6.852596e+00  1.676095e+01  
91        1.50049857087e+05   0.000000e+00   -6.851686e+00  1.676095e+01  
92        1.50049821166e+05   0.000000e+00   -6.851140e+00  1.676096e+01  
93        1.50049781903e+05   0.000000e+00   -6.851006e+00  1.676096e+01  
94        1.50049737541e+05   0.000000e+00   -6.851308e+00  1.676097e+01  
95        1.50049687888e+05   0.000000e+00   -6.852028e+00  1.676098e+01  
96        1.50049630827e+05   0.000000e+00   -6.853122e+00  1.676100e+01  
97        1.50049565446e+05   0.000000e+00   -6.854535e+00  1.676101e+01  
98        1.50049489212e+05   0.000000e+00   -6.856199e+00  1.676103e+01  
99        1.50049399732e+05   0.000000e+00   -6.858031e+00  1.676105e+01  
100       1.50049293282e+05   0.000000e+00   -6.859948e+00  1.676107e+01  
101       1.50049165470e+05   0.000000e+00   -6.861879e+00  1.676109e+01  
102       1.50049010855e+05   0.000000e+00   -6.863780e+00  1.676112e+01  
103       1.50048822524e+05   0.000000e+00   -6.865611e+00  1.676114e+01  
104       1.50048592560e+05   0.000000e+00   -6.867315e+00  1.676117e+01  
105       1.50048310949e+05   0.000000e+00   -6.868770e+00  1.676121e+01  
106       1.50047966229e+05   0.000000e+00   -6.869740e+00  1.676125e+01  
107       1.50047545410e+05   0.000000e+00   -6.869816e+00  1.676129e+01  
108       1.50047031224e+05   0.000000e+00   -6.868378e+00  1.676134e+01  
109       1.50046396850e+05   0.000000e+00   -6.864558e+00  1.676140e+01  
110       1.50045591327e+05   0.000000e+00   -6.857152e+00  1.676147e+01  
111       1.50044526158e+05   0.000000e+00   -6.844539e+00  1.676155e+01  
112       1.50043058544e+05   0.000000e+00   -6.824579e+00  1.676166e+01  
113       1.50040979005e+05   0.000000e+00   -6.794551e+00  1.676180e+01  
114       1.50038002893e+05   0.000000e+00   -6.751164e+00  1.676199e+01  
115       1.50033772260e+05   0.000000e+00   -6.690676e+00  1.676224e+01  
116       1.50027874423e+05   0.000000e+00   -6.609099e+00  1.676259e+01  
117       1.50019877087e+05   0.000000e+00   -6.502422e+00  1.676306e+01  
118       1.50009386970e+05   0.000000e+00   -6.366838e+00  1.676366e+01  
119       1.49996131888e+05   0.000000e+00   -6.199032e+00  1.676442e+01  
120       1.49980055807e+05   0.000000e+00   -5.996607e+00  1.676533e+01  
121       1.49961382888e+05   0.000000e+00   -5.758657e+00  1.676638e+01  
122       1.49940613042e+05   0.000000e+00   -5.486375e+00  1.676756e+01  
123       1.49918429914e+05   0.000000e+00   -5.183493e+00  1.676884e+01  
124       1.49895564276e+05   0.000000e+00   -4.856354e+00  1.677018e+01  
125       1.49872720151e+05   0.000000e+00   -4.513420e+00  1.677155e+01  
126       1.49850627829e+05   0.000000e+00   -4.164349e+00  1.677295e+01  
127       1.49830096335e+05   0.000000e+00   -3.819056e+00  1.677432e+01  
128       1.49811852686e+05   0.000000e+00   -3.486944e+00  1.677566e+01  
129       1.49796222262e+05   0.000000e+00   -3.176107e+00  1.677694e+01  
130       1.49782798137e+05   0.000000e+00   -2.892397e+00  1.677820e+01  
131       1.49770046802e+05   0.000000e+00   -2.638545e+00  1.677952e+01  
132       1.49753788696e+05   0.000000e+00   -2.412328e+00  1.678112e+01  
133       1.49717943675e+05   0.000000e+00   -2.190392e+00  1.678389e+01  
134       1.49556956954e+05   0.000000e+00   -1.437924e+00  1.679362e+01  
135       1.49589719244e+05   0.000000e+00   -8.425050e-01  1.679254e+01  
136       1.49566104165e+05   0.000000e+00   -8.191502e-01  1.679459e+01  
137       1.49915349709e+05   0.000000e+00   -1.218626e+00  1.677753e+01  
