
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 8.400000e+01 * a0, G = 1.509046e+04, G * par = 3.018091e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par = 9.443909e+03, edd = 1.310714e+00
     Dipolar cutoff Rcut = 8.425678e+00, Lcut = 2.501127e+02

QF = 1: h2 = 1.895472e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 3.761697e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 3.908011e+00, DY = 1.316512e-01, DZ = 1.316512e-01
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 10000 (NSNAP = 5000)
                     DT = 8.666022e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         2.503130e+01   2.500285e+01   8.436463e-01   8.436463e-01  
1         2.503128e+01   2.500284e+01   8.434994e-01   8.434994e-01  
2         2.503127e+01   2.500284e+01   8.433324e-01   8.433324e-01  
3         2.503126e+01   2.500284e+01   8.431458e-01   8.431458e-01  
4         2.503124e+01   2.500284e+01   8.429397e-01   8.429397e-01  
5         2.503123e+01   2.500284e+01   8.427148e-01   8.427148e-01  
6         2.503121e+01   2.500284e+01   8.424715e-01   8.424715e-01  
7         2.503119e+01   2.500284e+01   8.422108e-01   8.422108e-01  
8         2.503117e+01   2.500283e+01   8.419334e-01   8.419334e-01  
9         2.503115e+01   2.500283e+01   8.416403e-01   8.416403e-01  
10        2.503112e+01   2.500283e+01   8.413327e-01   8.413327e-01  
11        2.503110e+01   2.500282e+01   8.410119e-01   8.410119e-01  
12        2.503107e+01   2.500282e+01   8.406792e-01   8.406792e-01  
13        2.503104e+01   2.500282e+01   8.403361e-01   8.403361e-01  
14        2.503102e+01   2.500281e+01   8.399842e-01   8.399842e-01  
15        2.503099e+01   2.500281e+01   8.396252e-01   8.396252e-01  
16        2.503096e+01   2.500280e+01   8.392607e-01   8.392607e-01  
17        2.503093e+01   2.500280e+01   8.388928e-01   8.388928e-01  
18        2.503090e+01   2.500280e+01   8.385231e-01   8.385231e-01  
19        2.503087e+01   2.500279e+01   8.381536e-01   8.381536e-01  
20        2.503084e+01   2.500279e+01   8.377862e-01   8.377862e-01  
21        2.503082e+01   2.500278e+01   8.374229e-01   8.374229e-01  
22        2.503079e+01   2.500278e+01   8.370654e-01   8.370654e-01  
23        2.503076e+01   2.500278e+01   8.367156e-01   8.367156e-01  
24        2.503074e+01   2.500278e+01   8.363751e-01   8.363751e-01  
25        2.503071e+01   2.500277e+01   8.360456e-01   8.360456e-01  
