
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.500000e+01 * a0, G = 1.167714e+04, G * par = 2.335428e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.693846e+00
     Dipolar cutoffs Rcut = 4.291155e+00, Lcut = 1.544985e+02

QF = 1, QDEPL = 0: h2 = 1.494566e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.631140e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.414039e+00, DY = 6.704930e-02, DZ = 6.704930e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 2500 (NSNAP = 1250)
                     DT = 2.247804e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.49924590662e+05   0.000000e+00   -1.036801e+01  1.561416e+01  
1         1.49924586003e+05   0.000000e+00   -1.037599e+01  1.561415e+01  
2         1.49924586843e+05   0.000000e+00   -1.038327e+01  1.561415e+01  
3         1.49924592564e+05   0.000000e+00   -1.038779e+01  1.561414e+01  
4         1.49924591851e+05   0.000000e+00   -1.038881e+01  1.561413e+01  
5         1.49924599137e+05   0.000000e+00   -1.038642e+01  1.561412e+01  
6         1.49924598865e+05   0.000000e+00   -1.038111e+01  1.561411e+01  
7         1.49924604819e+05   0.000000e+00   -1.037351e+01  1.561409e+01  
8         1.49924604240e+05   0.000000e+00   -1.036417e+01  1.561408e+01  
9         1.49924608493e+05   0.000000e+00   -1.035357e+01  1.561407e+01  
10        1.49924606185e+05   0.000000e+00   -1.034227e+01  1.561405e+01  
11        1.49924609639e+05   0.000000e+00   -1.033066e+01  1.561403e+01  
12        1.49924608746e+05   0.000000e+00   -1.031894e+01  1.561402e+01  
13        1.49924608571e+05   0.000000e+00   -1.030731e+01  1.561400e+01  
14        1.49924609330e+05   0.000000e+00   -1.029595e+01  1.561398e+01  
15        1.49924614079e+05   0.000000e+00   -1.028491e+01  1.561397e+01  
16        1.49924608818e+05   0.000000e+00   -1.027401e+01  1.561395e+01  
17        1.49924609549e+05   0.000000e+00   -1.026306e+01  1.561394e+01  
18        1.49924611254e+05   0.000000e+00   -1.025208e+01  1.561392e+01  
19        1.49924611919e+05   0.000000e+00   -1.024141e+01  1.561391e+01  
20        1.49924612409e+05   0.000000e+00   -1.023162e+01  1.561390e+01  
21        1.49924614645e+05   0.000000e+00   -1.022336e+01  1.561389e+01  
22        1.49924613464e+05   0.000000e+00   -1.021721e+01  1.561388e+01  
23        1.49924616135e+05   0.000000e+00   -1.021353e+01  1.561387e+01  
24        1.49924614897e+05   0.000000e+00   -1.021247e+01  1.561386e+01  
25        1.49924616861e+05   0.000000e+00   -1.021395e+01  1.561386e+01  
26        1.49924616521e+05   0.000000e+00   -1.021775e+01  1.561386e+01  
27        1.49924617995e+05   0.000000e+00   -1.022353e+01  1.561385e+01  
28        1.49924618695e+05   0.000000e+00   -1.023090e+01  1.561385e+01  
29        1.49924620187e+05   0.000000e+00   -1.023950e+01  1.561386e+01  
30        1.49924622033e+05   0.000000e+00   -1.024896e+01  1.561386e+01  
31        1.49924624107e+05   0.000000e+00   -1.025899e+01  1.561386e+01  
32        1.49924626994e+05   0.000000e+00   -1.026931e+01  1.561387e+01  
33        1.49924629634e+05   0.000000e+00   -1.027972e+01  1.561388e+01  
34        1.49924632922e+05   0.000000e+00   -1.029006e+01  1.561388e+01  
35        1.49924636098e+05   0.000000e+00   -1.030019e+01  1.561389e+01  
36        1.49924640008e+05   0.000000e+00   -1.031002e+01  1.561390e+01  
37        1.49924644310e+05   0.000000e+00   -1.031948e+01  1.561391e+01  
38        1.49924648885e+05   0.000000e+00   -1.032850e+01  1.561391e+01  
39        1.49924654198e+05   0.000000e+00   -1.033702e+01  1.561392e+01  
40        1.49924659677e+05   0.000000e+00   -1.034501e+01  1.561393e+01  
41        1.49924666314e+05   0.000000e+00   -1.035243e+01  1.561393e+01  
42        1.49924672896e+05   0.000000e+00   -1.035924e+01  1.561394e+01  
43        1.49924681030e+05   0.000000e+00   -1.036541e+01  1.561395e+01  
44        1.49924688788e+05   0.000000e+00   -1.037093e+01  1.561395e+01  
45        1.49924697778e+05   0.000000e+00   -1.037578e+01  1.561395e+01  
46        1.49924706149e+05   0.000000e+00   -1.037993e+01  1.561395e+01  
47        1.49924716222e+05   0.000000e+00   -1.038338e+01  1.561395e+01  
48        1.49924726205e+05   0.000000e+00   -1.038613e+01  1.561395e+01  
49        1.49924738138e+05   0.000000e+00   -1.038816e+01  1.561395e+01  
50        1.49924749797e+05   0.000000e+00   -1.038949e+01  1.561395e+01  
51        1.49924763121e+05   0.000000e+00   -1.039010e+01  1.561394e+01  
52        1.49924776167e+05   0.000000e+00   -1.039001e+01  1.561394e+01  
53        1.49924790573e+05   0.000000e+00   -1.038923e+01  1.561393e+01  
54        1.49924804697e+05   0.000000e+00   -1.038777e+01  1.561392e+01  
55        1.49924820240e+05   0.000000e+00   -1.038566e+01  1.561391e+01  
